,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:20:00,-3.5238095238095237,0.8095238095238095,2.5714285714285716,0.14285714285714285,0.0,0.3333333333333333,-1.8095238095238095,2.238095238095238,1.5714285714285714,1.7619047619047619,-0.6666666666666666,3.380952380952381
2020-09-23 14:21:00,-3.6363636363636362,0.9090909090909091,2.590909090909091,0.2727272727272727,-0.045454545454545456,0.4090909090909091,-1.8181818181818181,2.227272727272727,1.6363636363636365,1.7272727272727273,-0.5454545454545454,3.5454545454545454
2020-09-23 14:22:00,-3.6956521739130435,0.9565217391304348,2.652173913043478,0.391304347826087,-0.13043478260869565,0.43478260869565216,-1.8695652173913044,2.260869565217391,1.7391304347826086,1.6521739130434783,-0.43478260869565216,3.652173913043478
2020-09-23 14:23:00,-3.75,1.0,2.6666666666666665,0.5416666666666666,-0.25,0.5,-1.9583333333333333,2.3333333333333335,1.875,1.625,-0.2916666666666667,3.75
2020-09-23 14:24:00,-3.8,1.04,2.64,0.72,-0.32,0.6,-2.04,2.36,2.04,1.56,-0.12,3.88
2020-09-23 14:25:00,-3.8846153846153846,1.1153846153846154,2.6538461538461537,0.9230769230769231,-0.38461538461538464,0.6923076923076923,-2.1538461538461537,2.3461538461538463,2.1538461538461537,1.4615384615384615,0.07692307692307693,4.0
2020-09-23 14:26:00,-3.925925925925926,1.2222222222222223,2.6296296296296298,1.0740740740740742,-0.4444444444444444,0.8148148148148148,-2.259259259259259,2.3703703703703702,2.2222222222222223,1.4074074074074074,0.25925925925925924,4.074074074074074
2020-09-23 14:27:00,-3.9642857142857144,1.3571428571428572,2.607142857142857,1.1785714285714286,-0.5,0.9285714285714286,-2.357142857142857,2.392857142857143,2.2857142857142856,1.3214285714285714,0.4642857142857143,4.107142857142857
2020-09-23 14:28:00,-4.0,1.4827586206896552,2.6206896551724137,1.2413793103448276,-0.5517241379310345,1.0689655172413792,-2.413793103448276,2.3793103448275863,2.310344827586207,1.2413793103448276,0.6206896551724138,4.172413793103448
2020-09-23 14:29:00,-4.0,1.6,2.6666666666666665,1.3,-0.5666666666666667,1.2333333333333334,-2.433333333333333,2.3666666666666667,2.3333333333333335,1.1333333333333333,0.7666666666666667,4.233333333333333
2020-09-23 14:30:00,-4.032258064516129,1.7096774193548387,2.7419354838709675,1.3870967741935485,-0.5483870967741935,1.4193548387096775,-2.4516129032258065,2.3225806451612905,2.3225806451612905,1.032258064516129,0.8709677419354839,4.258064516129032
2020-09-23 14:31:00,-4.0625,1.84375,2.78125,1.4375,-0.5,1.59375,-2.4375,2.3125,2.28125,0.9375,0.9375,4.3125
2020-09-23 14:32:00,-4.0606060606060606,1.9696969696969697,2.787878787878788,1.4545454545454546,-0.42424242424242425,1.7575757575757576,-2.4545454545454546,2.3333333333333335,2.212121212121212,0.8484848484848485,1.0303030303030303,4.363636363636363
2020-09-23 14:33:00,-4.0588235294117645,2.1176470588235294,2.7941176470588234,1.4411764705882353,-0.35294117647058826,1.8823529411764706,-2.4411764705882355,2.3529411764705883,2.1470588235294117,0.7941176470588235,1.1470588235294117,4.4411764705882355
2020-09-23 14:34:00,-4.0285714285714285,2.2857142857142856,2.8,1.4285714285714286,-0.3142857142857143,1.9714285714285715,-2.4,2.342857142857143,2.085714285714286,0.7714285714285715,1.2857142857142858,4.485714285714286
2020-09-23 14:35:00,-4.027777777777778,2.4166666666666665,2.8055555555555554,1.4444444444444444,-0.3055555555555556,2.0277777777777777,-2.361111111111111,2.3055555555555554,2.0,0.7222222222222222,1.4444444444444444,4.527777777777778
2020-09-23 14:36:00,-4.0,2.5675675675675675,2.8378378378378377,1.4864864864864864,-0.2972972972972973,2.054054054054054,-2.2972972972972974,2.2972972972972974,1.9189189189189189,0.6756756756756757,1.5945945945945945,4.594594594594595
2020-09-23 14:37:00,-3.9473684210526314,2.710526315789474,2.8421052631578947,1.5,-0.2894736842105263,2.1052631578947367,-2.236842105263158,2.3157894736842106,1.868421052631579,0.6578947368421053,1.736842105263158,4.631578947368421
2020-09-23 14:38:00,-3.871794871794872,2.8461538461538463,2.8461538461538463,1.4871794871794872,-0.2564102564102564,2.1538461538461537,-2.1794871794871793,2.3076923076923075,1.8205128205128205,0.6153846153846154,1.8461538461538463,4.6923076923076925
2020-09-23 14:39:00,-3.775,2.975,2.825,1.45,-0.2,2.2,-2.1,2.3,1.75,0.6,1.975,4.725
2020-09-23 14:40:00,-3.658536585365854,3.073170731707317,2.8048780487804876,1.4146341463414633,-0.12195121951219512,2.2439024390243905,-2.0,2.317073170731707,1.6829268292682926,0.5853658536585366,2.1219512195121952,4.780487804878049
2020-09-23 14:41:00,-3.5714285714285716,3.142857142857143,2.8095238095238093,1.380952380952381,-0.023809523809523808,2.2857142857142856,-1.880952380952381,2.3333333333333335,1.5952380952380953,0.5714285714285714,2.238095238095238,4.857142857142857
2020-09-23 14:42:00,-3.511627906976744,3.186046511627907,2.7906976744186047,1.372093023255814,0.06976744186046512,2.302325581395349,-1.7906976744186047,2.372093023255814,1.5348837209302326,0.5581395348837209,2.3255813953488373,4.906976744186046
2020-09-23 14:43:00,-3.4318181818181817,3.227272727272727,2.7954545454545454,1.3636363636363635,0.13636363636363635,2.3181818181818183,-1.6818181818181819,2.3863636363636362,1.5,0.5681818181818182,2.4318181818181817,4.931818181818182
2020-09-23 14:44:00,-3.3777777777777778,3.2444444444444445,2.8222222222222224,1.3777777777777778,0.2222222222222222,2.3555555555555556,-1.6,2.3777777777777778,1.4666666666666666,0.6,2.533333333333333,4.933333333333334
2020-09-23 14:45:00,-3.3777777777777778,3.3555555555555556,2.911111111111111,1.4666666666666666,0.26666666666666666,2.422222222222222,-1.511111111111111,2.466666666666667,1.488888888888889,0.6444444444444445,2.6666666666666665,5.066666666666666
2020-09-23 14:46:00,-3.3333333333333335,3.488888888888889,3.0,1.5333333333333334,0.3333333333333333,2.466666666666667,-1.4,2.5555555555555554,1.488888888888889,0.6444444444444445,2.8222222222222224,5.155555555555556
2020-09-23 14:47:00,-3.2888888888888888,3.6222222222222222,3.088888888888889,1.6222222222222222,0.4,2.533333333333333,-1.3111111111111111,2.6222222222222222,1.511111111111111,0.6666666666666666,3.0,5.2
2020-09-23 14:48:00,-3.2222222222222223,3.7555555555555555,3.1777777777777776,1.7333333333333334,0.4888888888888889,2.577777777777778,-1.2,2.7111111111111112,1.5333333333333334,0.6444444444444445,3.1777777777777776,5.2444444444444445
2020-09-23 14:49:00,-3.1555555555555554,3.911111111111111,3.2888888888888888,1.8222222222222222,0.6,2.577777777777778,-1.1111111111111112,2.8,1.5555555555555556,0.6222222222222222,3.311111111111111,5.311111111111111
2020-09-23 14:50:00,-3.066666666666667,4.066666666666666,3.4444444444444446,1.9111111111111112,0.6888888888888889,2.577777777777778,-1.0222222222222221,2.888888888888889,1.5777777777777777,0.5777777777777777,3.4444444444444446,5.4
2020-09-23 14:51:00,-3.0,4.222222222222222,3.5555555555555554,2.022222222222222,0.7555555555555555,2.6,-0.9333333333333333,2.933333333333333,1.6222222222222222,0.5555555555555556,3.6222222222222222,5.488888888888889
2020-09-23 14:52:00,-2.888888888888889,4.4,3.6666666666666665,2.1333333333333333,0.8,2.6444444444444444,-0.8,2.977777777777778,1.6444444444444444,0.5333333333333333,3.8222222222222224,5.533333333333333
2020-09-23 14:53:00,-2.7777777777777777,4.5777777777777775,3.7333333333333334,2.2222222222222223,0.8222222222222222,2.7111111111111112,-0.6666666666666666,3.022222222222222,1.6444444444444444,0.4888888888888889,3.977777777777778,5.6
2020-09-23 14:54:00,-2.688888888888889,4.711111111111111,3.7555555555555555,2.3333333333333335,0.8444444444444444,2.7555555555555555,-0.5333333333333333,3.111111111111111,1.6444444444444444,0.4444444444444444,4.155555555555556,5.644444444444445
2020-09-23 14:55:00,-2.6444444444444444,4.844444444444444,3.7333333333333334,2.4444444444444446,0.8666666666666667,2.7777777777777777,-0.4,3.2,1.6222222222222222,0.35555555555555557,4.355555555555555,5.666666666666667
2020-09-23 14:56:00,-2.6222222222222222,5.0,3.688888888888889,2.577777777777778,0.9111111111111111,2.7777777777777777,-0.24444444444444444,3.311111111111111,1.6222222222222222,0.26666666666666666,4.511111111111111,5.666666666666667
2020-09-23 14:57:00,-2.6444444444444444,5.111111111111111,3.6222222222222222,2.7555555555555555,0.9555555555555556,2.7555555555555555,-0.08888888888888889,3.4444444444444446,1.6,0.2,4.622222222222222,5.711111111111111
2020-09-23 14:58:00,-2.688888888888889,5.2444444444444445,3.533333333333333,2.933333333333333,1.0444444444444445,2.7333333333333334,0.08888888888888889,3.6222222222222222,1.6,0.1111111111111111,4.733333333333333,5.733333333333333
2020-09-23 14:59:00,-2.7111111111111112,5.377777777777778,3.422222222222222,3.066666666666667,1.1555555555555554,2.7111111111111112,0.28888888888888886,3.8,1.6,0.022222222222222223,4.844444444444444,5.733333333333333
2020-09-23 15:00:00,-2.7111111111111112,5.511111111111111,3.3555555555555556,3.2,1.2666666666666666,2.6666666666666665,0.4444444444444444,3.977777777777778,1.6444444444444444,-0.08888888888888889,4.955555555555556,5.711111111111111
2020-09-23 15:01:00,-2.688888888888889,5.666666666666667,3.311111111111111,3.311111111111111,1.3777777777777778,2.6444444444444444,0.6222222222222222,4.111111111111111,1.6888888888888889,-0.2222222222222222,5.066666666666666,5.644444444444445
2020-09-23 15:02:00,-2.6222222222222222,5.822222222222222,3.2222222222222223,3.4,1.511111111111111,2.6222222222222222,0.7777777777777778,4.2444444444444445,1.7777777777777777,-0.3333333333333333,5.155555555555556,5.555555555555555
2020-09-23 15:03:00,-2.533333333333333,5.933333333333334,3.1555555555555554,3.488888888888889,1.6444444444444444,2.6222222222222222,0.9333333333333333,4.4,1.8666666666666667,-0.4,5.2,5.488888888888889
2020-09-23 15:04:00,-2.4444444444444446,6.022222222222222,3.066666666666667,3.6,1.7555555555555555,2.6444444444444444,1.0666666666666667,4.555555555555555,1.9555555555555555,-0.4444444444444444,5.2444444444444445,5.4
2020-09-23 15:05:00,-2.3333333333333335,6.066666666666666,2.977777777777778,3.6666666666666665,1.8888888888888888,2.6444444444444444,1.1777777777777778,4.7555555555555555,2.066666666666667,-0.5111111111111111,5.288888888888889,5.311111111111111
2020-09-23 15:06:00,-2.2222222222222223,6.133333333333334,2.8666666666666667,3.688888888888889,2.0444444444444443,2.6222222222222222,1.3333333333333333,4.955555555555556,2.1777777777777776,-0.5555555555555556,5.333333333333333,5.2
2020-09-23 15:07:00,-2.1333333333333333,6.222222222222222,2.7111111111111112,3.7111111111111112,2.2222222222222223,2.6222222222222222,1.511111111111111,5.155555555555556,2.2666666666666666,-0.5777777777777777,5.355555555555555,5.133333333333334
2020-09-23 15:08:00,-2.066666666666667,6.311111111111111,2.5555555555555554,3.688888888888889,2.4444444444444446,2.6,1.7333333333333334,5.355555555555555,2.3333333333333335,-0.6222222222222222,5.333333333333333,5.044444444444444
2020-09-23 15:09:00,-1.9777777777777779,6.377777777777778,2.4444444444444446,3.6444444444444444,2.6222222222222222,2.533333333333333,1.9777777777777779,5.555555555555555,2.4,-0.6444444444444445,5.266666666666667,4.911111111111111
2020-09-23 15:10:00,-1.8666666666666667,6.444444444444445,2.311111111111111,3.577777777777778,2.8,2.466666666666667,2.2666666666666666,5.777777777777778,2.511111111111111,-0.6222222222222222,5.177777777777778,4.8
2020-09-23 15:11:00,-1.7777777777777777,6.466666666666667,2.1777777777777776,3.533333333333333,3.0,2.3777777777777778,2.577777777777778,5.955555555555556,2.6222222222222222,-0.6,5.111111111111111,4.711111111111111
2020-09-23 15:12:00,-1.6888888888888889,6.466666666666667,2.066666666666667,3.533333333333333,3.2,2.311111111111111,2.8666666666666667,6.155555555555556,2.7333333333333334,-0.5555555555555556,5.044444444444444,4.666666666666667
2020-09-23 15:13:00,-1.6,6.488888888888889,1.9111111111111112,3.533333333333333,3.4,2.2444444444444445,3.1333333333333333,6.4,2.8666666666666667,-0.5111111111111111,5.022222222222222,4.5777777777777775
2020-09-23 15:14:00,-1.511111111111111,6.511111111111111,1.711111111111111,3.5555555555555554,3.577777777777778,2.1555555555555554,3.3777777777777778,6.622222222222222,3.022222222222222,-0.4444444444444444,4.977777777777778,4.488888888888889
2020-09-23 15:15:00,-1.4,6.533333333333333,1.511111111111111,3.577777777777778,3.7333333333333334,2.066666666666667,3.6444444444444444,6.888888888888889,3.2222222222222223,-0.35555555555555557,4.977777777777778,4.4222222222222225
2020-09-23 15:16:00,-1.3111111111111111,6.511111111111111,1.3111111111111111,3.6222222222222222,3.888888888888889,2.0,3.8666666666666667,7.133333333333334,3.422222222222222,-0.28888888888888886,5.0,4.311111111111111
2020-09-23 15:17:00,-1.2444444444444445,6.511111111111111,1.1111111111111112,3.688888888888889,4.0,1.9555555555555555,4.088888888888889,7.377777777777778,3.6222222222222222,-0.24444444444444444,5.0,4.177777777777778
2020-09-23 15:18:00,-1.1555555555555554,6.488888888888889,0.9333333333333333,3.7555555555555555,4.133333333333334,1.9333333333333333,4.266666666666667,7.644444444444445,3.8444444444444446,-0.2,5.0,4.022222222222222
2020-09-23 15:19:00,-1.1111111111111112,6.466666666666667,0.7777777777777778,3.8,4.266666666666667,1.9555555555555555,4.444444444444445,7.955555555555556,4.066666666666666,-0.17777777777777778,5.0,3.911111111111111
2020-09-23 15:20:00,-1.0444444444444445,6.488888888888889,0.6444444444444445,3.8222222222222224,4.4222222222222225,2.022222222222222,4.644444444444445,8.266666666666667,4.311111111111111,-0.1111111111111111,4.977777777777778,3.7777777777777777
2020-09-23 15:21:00,-1.0,6.488888888888889,0.4666666666666667,3.8222222222222224,4.5777777777777775,2.088888888888889,4.844444444444444,8.577777777777778,4.5777777777777775,-0.022222222222222223,4.955555555555556,3.6
2020-09-23 15:22:00,-0.9777777777777777,6.466666666666667,0.28888888888888886,3.8666666666666667,4.7555555555555555,2.1555555555555554,5.044444444444444,8.844444444444445,4.844444444444444,0.022222222222222223,4.911111111111111,3.422222222222222
2020-09-23 15:23:00,-0.9777777777777777,6.466666666666667,0.13333333333333333,3.9555555555555557,4.933333333333334,2.2,5.2444444444444445,9.11111111111111,5.111111111111111,0.06666666666666667,4.911111111111111,3.2222222222222223
2020-09-23 15:24:00,-1.0222222222222221,6.466666666666667,0.0,4.088888888888889,5.111111111111111,2.2444444444444445,5.4222222222222225,9.377777777777778,5.377777777777778,0.08888888888888889,4.866666666666666,3.0444444444444443
2020-09-23 15:25:00,-1.1111111111111112,6.466666666666667,-0.13333333333333333,4.2,5.2444444444444445,2.2666666666666666,5.5777777777777775,9.622222222222222,5.666666666666667,0.1111111111111111,4.822222222222222,2.8666666666666667
2020-09-23 15:26:00,-1.1555555555555554,6.488888888888889,-0.28888888888888886,4.288888888888889,5.333333333333333,2.2888888888888888,5.711111111111111,9.88888888888889,5.955555555555556,0.13333333333333333,4.8,2.688888888888889
2020-09-23 15:27:00,-1.1777777777777778,6.555555555555555,-0.4444444444444444,4.333333333333333,5.444444444444445,2.3333333333333335,5.888888888888889,10.11111111111111,6.2,0.13333333333333333,4.8,2.511111111111111
2020-09-23 15:28:00,-1.2,6.622222222222222,-0.6444444444444445,4.377777777777778,5.6,2.4,6.044444444444444,10.355555555555556,6.4222222222222225,0.08888888888888889,4.7555555555555555,2.3333333333333335
2020-09-23 15:29:00,-1.2222222222222223,6.733333333333333,-0.8444444444444444,4.4222222222222225,5.733333333333333,2.466666666666667,6.2444444444444445,10.6,6.666666666666667,0.0,4.711111111111111,2.2
2020-09-23 15:30:00,-1.2222222222222223,6.822222222222222,-1.0444444444444445,4.4222222222222225,5.888888888888889,2.577777777777778,6.4222222222222225,10.822222222222223,6.888888888888889,-0.13333333333333333,4.688888888888889,2.022222222222222
2020-09-23 15:31:00,-1.2666666666666666,6.888888888888889,-1.2444444444444445,4.444444444444445,6.022222222222222,2.7333333333333334,6.555555555555555,11.088888888888889,7.088888888888889,-0.2222222222222222,4.666666666666667,1.8666666666666667
2020-09-23 15:32:00,-1.3111111111111111,6.955555555555556,-1.4444444444444444,4.444444444444445,6.2,2.8666666666666667,6.666666666666667,11.355555555555556,7.266666666666667,-0.28888888888888886,4.666666666666667,1.711111111111111
2020-09-23 15:33:00,-1.3777777777777778,7.0,-1.6444444444444444,4.4222222222222225,6.333333333333333,3.0444444444444443,6.777777777777778,11.6,7.4222222222222225,-0.35555555555555557,4.666666666666667,1.5333333333333334
2020-09-23 15:34:00,-1.4444444444444444,7.022222222222222,-1.8666666666666667,4.4222222222222225,6.488888888888889,3.2222222222222223,6.911111111111111,11.822222222222223,7.5777777777777775,-0.4,4.711111111111111,1.3777777777777778
2020-09-23 15:35:00,-1.488888888888889,7.0,-2.111111111111111,4.4,6.688888888888889,3.3777777777777778,7.066666666666666,12.044444444444444,7.733333333333333,-0.4666666666666667,4.7555555555555555,1.2
2020-09-23 15:36:00,-1.5333333333333334,7.022222222222222,-2.311111111111111,4.377777777777778,6.933333333333334,3.511111111111111,7.266666666666667,12.311111111111112,7.844444444444444,-0.5777777777777777,4.7555555555555555,1.0222222222222221
2020-09-23 15:37:00,-1.6,7.066666666666666,-2.5555555555555554,4.333333333333333,7.177777777777778,3.6222222222222222,7.4222222222222225,12.533333333333333,7.955555555555556,-0.7111111111111111,4.733333333333333,0.8444444444444444
2020-09-23 15:38:00,-1.6444444444444444,7.066666666666666,-2.7777777777777777,4.333333333333333,7.444444444444445,3.7111111111111112,7.5777777777777775,12.755555555555556,8.088888888888889,-0.8444444444444444,4.7555555555555555,0.6666666666666666
2020-09-23 15:39:00,-1.6666666666666667,7.111111111111111,-2.977777777777778,4.311111111111111,7.688888888888889,3.8,7.7555555555555555,12.977777777777778,8.177777777777777,-0.9777777777777777,4.777777777777778,0.5333333333333333
2020-09-23 15:40:00,-1.6444444444444444,7.155555555555556,-3.1555555555555554,4.266666666666667,7.955555555555556,3.911111111111111,7.933333333333334,13.2,8.266666666666667,-1.1111111111111112,4.7555555555555555,0.4
2020-09-23 15:41:00,-1.6,7.177777777777778,-3.3333333333333335,4.2444444444444445,8.2,4.0,8.088888888888889,13.4,8.333333333333334,-1.2222222222222223,4.7555555555555555,0.24444444444444444
2020-09-23 15:42:00,-1.5333333333333334,7.222222222222222,-3.466666666666667,4.177777777777778,8.444444444444445,4.088888888888889,8.244444444444444,13.6,8.444444444444445,-1.3333333333333333,4.7555555555555555,0.08888888888888889
2020-09-23 15:43:00,-1.4666666666666666,7.266666666666667,-3.5555555555555554,4.111111111111111,8.688888888888888,4.2,8.4,13.755555555555556,8.555555555555555,-1.4,4.7555555555555555,-0.06666666666666667
2020-09-23 15:44:00,-1.3777777777777778,7.311111111111111,-3.6,4.088888888888889,8.955555555555556,4.288888888888889,8.511111111111111,13.933333333333334,8.666666666666666,-1.488888888888889,4.777777777777778,-0.17777777777777778
2020-09-23 15:45:00,-1.3111111111111111,7.355555555555555,-3.6666666666666665,4.022222222222222,9.2,4.355555555555555,8.666666666666666,14.088888888888889,8.733333333333333,-1.5555555555555556,4.8,-0.24444444444444444
2020-09-23 15:46:00,-1.2666666666666666,7.4222222222222225,-3.7555555555555555,4.0,9.4,4.4,8.822222222222223,14.244444444444444,8.8,-1.6222222222222222,4.777777777777778,-0.28888888888888886
2020-09-23 15:47:00,-1.2666666666666666,7.533333333333333,-3.8222222222222224,3.9555555555555557,9.6,4.4,8.955555555555556,14.4,8.866666666666667,-1.711111111111111,4.777777777777778,-0.3111111111111111
2020-09-23 15:48:00,-1.2666666666666666,7.644444444444445,-3.888888888888889,3.911111111111111,9.8,4.377777777777778,9.044444444444444,14.577777777777778,8.955555555555556,-1.8222222222222222,4.822222222222222,-0.35555555555555557
2020-09-23 15:49:00,-1.2444444444444445,7.777777777777778,-3.9555555555555557,3.888888888888889,9.977777777777778,4.355555555555555,9.155555555555555,14.733333333333333,9.066666666666666,-1.9111111111111112,4.888888888888889,-0.4222222222222222
2020-09-23 15:50:00,-1.2222222222222223,7.955555555555556,-3.977777777777778,3.888888888888889,10.133333333333333,4.355555555555555,9.266666666666667,14.866666666666667,9.177777777777777,-2.0,4.955555555555556,-0.4666666666666667
2020-09-23 15:51:00,-1.1777777777777778,8.088888888888889,-3.9555555555555557,3.888888888888889,10.28888888888889,4.355555555555555,9.377777777777778,15.022222222222222,9.266666666666667,-2.088888888888889,5.022222222222222,-0.5333333333333333
2020-09-23 15:52:00,-1.1555555555555554,8.2,-3.888888888888889,3.8666666666666667,10.466666666666667,4.377777777777778,9.511111111111111,15.133333333333333,9.333333333333334,-2.1555555555555554,5.088888888888889,-0.6222222222222222
2020-09-23 15:53:00,-1.1111111111111112,8.311111111111112,-3.8,3.8444444444444446,10.644444444444444,4.4,9.644444444444444,15.2,9.377777777777778,-2.2222222222222223,5.2,-0.6666666666666666
2020-09-23 15:54:00,-1.1111111111111112,8.466666666666667,-3.7333333333333334,3.8444444444444446,10.822222222222223,4.4222222222222225,9.777777777777779,15.266666666666667,9.377777777777778,-2.2666666666666666,5.355555555555555,-0.7111111111111111
2020-09-23 15:55:00,-1.1333333333333333,8.6,-3.688888888888889,3.8444444444444446,11.022222222222222,4.444444444444445,9.866666666666667,15.355555555555556,9.333333333333334,-2.311111111111111,5.533333333333333,-0.8
2020-09-23 15:56:00,-1.1333333333333333,8.755555555555556,-3.6444444444444444,3.8444444444444446,11.2,4.488888888888889,9.911111111111111,15.466666666666667,9.28888888888889,-2.4,5.711111111111111,-0.8666666666666667
2020-09-23 15:57:00,-1.1555555555555554,8.88888888888889,-3.6222222222222222,3.8444444444444446,11.355555555555556,4.488888888888889,9.977777777777778,15.533333333333333,9.222222222222221,-2.466666666666667,5.844444444444444,-0.9333333333333333
2020-09-23 15:58:00,-1.1555555555555554,9.022222222222222,-3.6,3.888888888888889,11.533333333333333,4.444444444444445,10.066666666666666,15.6,9.133333333333333,-2.533333333333333,5.933333333333334,-0.9777777777777777
2020-09-23 15:59:00,-1.1555555555555554,9.133333333333333,-3.5555555555555554,3.911111111111111,11.71111111111111,4.377777777777778,10.155555555555555,15.688888888888888,9.044444444444444,-2.577777777777778,6.022222222222222,-1.0222222222222221
2020-09-23 16:00:00,-1.1777777777777778,9.222222222222221,-3.511111111111111,3.911111111111111,11.88888888888889,4.311111111111111,10.2,15.755555555555556,8.955555555555556,-2.6222222222222222,6.088888888888889,-1.0666666666666667
2020-09-23 16:01:00,-1.1777777777777778,9.311111111111112,-3.466666666666667,3.933333333333333,12.044444444444444,4.222222222222222,10.266666666666667,15.822222222222223,8.866666666666667,-2.6666666666666665,6.177777777777778,-1.0888888888888888
2020-09-23 16:02:00,-1.1555555555555554,9.4,-3.4,3.977777777777778,12.2,4.133333333333334,10.355555555555556,15.844444444444445,8.8,-2.688888888888889,6.2444444444444445,-1.1111111111111112
2020-09-23 16:03:00,-1.1777777777777778,9.511111111111111,-3.3777777777777778,4.066666666666666,12.355555555555556,4.044444444444444,10.488888888888889,15.844444444444445,8.71111111111111,-2.7111111111111112,6.311111111111111,-1.1555555555555554
2020-09-23 16:04:00,-1.2,9.6,-3.3555555555555556,4.177777777777778,12.555555555555555,3.9555555555555557,10.6,15.822222222222223,8.644444444444444,-2.7111111111111112,6.377777777777778,-1.2222222222222223
2020-09-23 16:05:00,-1.2444444444444445,9.666666666666666,-3.3777777777777778,4.311111111111111,12.755555555555556,3.8222222222222224,10.688888888888888,15.822222222222223,8.555555555555555,-2.7111111111111112,6.4222222222222225,-1.2444444444444445
2020-09-23 16:06:00,-1.2666666666666666,9.733333333333333,-3.3777777777777778,4.444444444444445,12.955555555555556,3.7333333333333334,10.755555555555556,15.8,8.422222222222222,-2.7555555555555555,6.444444444444445,-1.2666666666666666
